id,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,labels,funding_total_usd_log,category_code_encoded,funding_duration,milestone_duration,milestones_per_year,avg_participants_per_round,situacao_funding
510,0.04,3.14,1.85,4.49,30,2,5,1,0,0,0,0,1,0,1,0,0,0,7.0,1,15.743402346971443,33,3.1,2.64,1.2195121951219514,2.3333333333333335,Múltiplas rodadas de funding
205,2.3,3.21,3.59,4.58,4,2,3,1,0,0,0,0,0,0,0,1,1,0,2.0,0,16.300417291085605,0,0.9100000000000001,0.9900000000000002,1.5706806282722512,0.6666666666666666,Múltiplas rodadas de funding
395,3.71,8.96,4.0,4.0,7,4,1,1,0,0,0,0,1,0,1,1,1,0,2.0,1,17.046512602148198,29,5.250000000000001,0.0,0.15999999999999998,0.4,Múltiplas rodadas de funding
11,4.63,9.45,10.13,10.65,22,3,3,1,0,0,0,0,0,0,1,1,0,0,1.0,1,17.129696599000436,17,4.819999999999999,0.5199999999999996,0.5154639175257733,0.25,Múltiplas rodadas de funding
46,2.62,2.62,-1.0,-1.0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,5.0,1,17.034386422832473,29,0.0,0.0,0.0,2.5,Apenas uma rodada de funding
853,0.0,3.47,0.0,1.91,4,5,2,0,0,0,0,1,1,0,1,1,0,0,1.5,1,16.11809605095824,8,3.47,1.91,0.4474272930648769,0.25,Recebeu funding no 1º ano
336,0.59,2.64,3.54,6.07,13,3,4,1,0,0,0,0,0,0,1,1,1,0,1.3333,1,16.61887099947687,33,2.0500000000000003,2.5300000000000002,1.3114754098360655,0.333325,Múltiplas rodadas de funding
1,2.25,3.0,4.67,6.7,3,3,3,1,0,0,0,0,0,1,0,0,0,0,1.0,1,12.834683971615659,18,0.75,2.0300000000000002,1.7142857142857142,0.25,Múltiplas rodadas de funding
458,1.9,1.9,1.9,4.0,13,1,3,0,1,0,0,0,0,0,1,0,0,0,1.0,1,14.220976332738882,18,0.0,2.1,3.0,0.5,Apenas uma rodada de funding
500,0.87,0.87,-1.0,1.21,4,3,2,1,0,0,0,0,0,1,0,0,0,0,1.6667,1,12.971542813248437,11,0.0,2.21,2.0,0.416675,Apenas uma rodada de funding
854,0.77,2.85,-1.0,2.85,3,2,2,0,0,0,0,1,1,1,0,0,0,0,1.0,1,14.375126917328105,32,2.08,3.85,0.6493506493506493,0.3333333333333333,Múltiplas rodadas de funding
679,2.15,4.97,2.37,2.71,4,5,2,1,0,0,0,0,1,0,0,1,0,0,2.0,1,15.887367660361019,33,2.82,0.33999999999999986,0.5235602094240838,0.3333333333333333,Múltiplas rodadas de funding
518,0.0,3.39,5.4,8.71,17,5,4,1,0,0,0,0,0,1,1,1,1,1,2.0,1,17.158372397949154,33,3.39,3.3100000000000005,0.9111617312072892,0.3333333333333333,Recebeu funding no 1º ano
180,0.41,3.97,4.25,5.77,13,4,4,0,0,1,0,0,0,0,1,1,1,0,2.5,0,17.01418371633128,29,3.56,1.5199999999999996,0.8771929824561403,0.5,Múltiplas rodadas de funding
103,0.08,1.27,-1.0,-1.0,5,3,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,16.341239282272525,29,1.19,0.0,0.0,0.583325,Múltiplas rodadas de funding
453,5.35,5.35,-1.0,-1.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,4.0,1,16.52356082573315,11,0.0,0.0,0.0,2.0,Apenas uma rodada de funding
742,1.22,1.22,1.42,2.68,6,1,2,1,0,0,0,0,0,0,1,0,0,0,8.0,0,15.520258832020865,6,0.0,1.2600000000000002,2.0,4.0,Apenas uma rodada de funding
245,0.67,6.28,2.79,7.45,16,5,3,1,0,0,0,0,0,1,1,1,1,1,2.25,1,18.197537205138154,19,5.61,4.66,0.45385779122541603,0.375,Múltiplas rodadas de funding
802,2.67,2.67,-1.0,-1.0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,15.520258832020865,33,0.0,0.0,0.0,0.5,Apenas uma rodada de funding
522,0.18,4.03,3.67,7.24,6,3,4,1,0,0,0,0,1,0,1,1,0,0,1.6667,1,16.333207111220425,33,3.85,3.5700000000000003,0.8247422680412372,0.416675,Múltiplas rodadas de funding
590,0.0,2.84,2.92,4.31,7,5,3,1,0,0,0,0,0,0,1,1,1,1,3.0,0,17.590567731255042,25,2.84,1.3899999999999997,0.78125,0.5,Recebeu funding no 1º ano
728,1.33,7.08,4.87,7.01,25,8,3,1,0,0,0,0,1,0,1,1,1,1,3.0,1,18.680558488821443,8,5.75,2.1399999999999997,0.4444444444444444,0.3333333333333333,Múltiplas rodadas de funding
889,7.0,7.0,7.67,7.67,3,1,1,0,0,0,0,1,0,0,1,0,0,0,3.0,1,14.914123179965662,12,0.0,0.0,1.0,1.5,Apenas uma rodada de funding
216,6.89,10.41,-1.0,-1.0,5,3,0,1,0,0,0,0,1,0,0,0,1,0,5.3333,1,17.782021767615884,27,3.5200000000000005,0.0,0.0,1.333325,Múltiplas rodadas de funding
604,-1.0,-1.0,0.04,0.04,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1.0,0,13.122365377402328,33,0.0,0.0,1.0,0.5,Nunca recebeu funding
666,0.92,2.63,2.95,3.97,5,2,2,0,0,1,0,0,0,0,1,1,0,0,2.0,1,16.52356082573315,29,1.71,1.02,0.7380073800738007,0.6666666666666666,Múltiplas rodadas de funding
860,2.97,3.72,6.97,8.33,16,2,3,0,0,0,1,0,0,0,0,0,1,1,5.5,1,17.565014657424058,23,0.75,1.3600000000000003,1.7142857142857142,1.8333333333333333,Múltiplas rodadas de funding
262,7.35,8.13,11.03,11.06,13,2,2,0,0,1,0,0,0,0,0,0,0,0,5.5,1,17.01418371633128,26,0.7800000000000011,0.030000000000001137,1.1235955056179767,1.8333333333333333,Múltiplas rodadas de funding
632,1.88,1.88,1.66,3.02,5,1,3,0,1,0,0,0,0,0,1,0,0,0,7.0,0,13.815511557963774,9,0.0,1.36,3.0,3.5,Apenas uma rodada de funding
407,0.67,1.93,0.0,0.0,2,2,1,0,1,0,0,0,1,0,1,0,0,0,2.0,0,16.195056784687036,8,1.2599999999999998,0.0,0.4424778761061947,0.6666666666666666,Múltiplas rodadas de funding
489,4.21,4.21,6.42,9.07,27,4,4,1,0,0,0,0,0,0,1,1,1,1,2.5,1,17.158372397949154,33,0.0,2.6500000000000004,4.0,0.5,Apenas uma rodada de funding
330,2.55,6.39,6.64,6.64,15,2,1,0,0,0,0,1,0,0,1,1,0,0,2.0,0,16.36495580701484,29,3.84,0.0,0.2066115702479339,0.6666666666666666,Múltiplas rodadas de funding
852,0.34,0.34,0.41,0.87,5,2,2,1,0,0,0,0,0,1,0,0,0,0,5.0,0,13.830400155679214,11,0.0,0.46,2.0,1.6666666666666667,Apenas uma rodada de funding
199,3.5,5.44,-1.0,-1.0,3,2,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0,15.070688607801571,15,1.9400000000000004,0.0,0.0,1.0,Múltiplas rodadas de funding
100,0.75,3.01,-1.0,-1.0,3,3,0,1,0,0,0,0,1,0,0,0,1,0,2.6667,0,17.804494623047066,4,2.26,0.0,0.0,0.666675,Múltiplas rodadas de funding
203,0.82,5.56,4.56,7.99,8,4,3,0,0,0,0,1,0,0,1,1,1,1,2.75,0,17.296750678069195,8,4.739999999999999,3.4300000000000006,0.5226480836236934,0.55,Múltiplas rodadas de funding
656,5.66,5.66,5.0,5.0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,9.0,1,17.216707972959764,3,0.0,0.0,1.0,4.5,Apenas uma rodada de funding
319,4.85,4.85,6.59,6.59,5,1,1,0,0,0,0,1,0,0,0,0,0,0,5.0,1,15.201805169084134,26,0.0,0.0,1.0,2.5,Apenas uma rodada de funding
503,1.83,3.33,3.27,7.63,16,2,4,0,0,0,0,1,0,0,1,1,0,0,2.5,1,16.65458907995242,33,1.5,4.359999999999999,1.6,0.8333333333333334,Múltiplas rodadas de funding
811,0.84,3.76,0.9,0.9,5,3,1,0,1,0,0,0,1,1,0,0,0,0,2.0,1,14.16665956198155,17,2.92,0.0,0.25510204081632654,0.5,Múltiplas rodadas de funding
682,0.25,2.56,2.0,4.78,11,3,2,0,1,0,0,0,0,1,1,1,0,0,1.5,1,16.36495580701484,11,2.31,2.7800000000000002,0.6042296072507553,0.375,Múltiplas rodadas de funding
488,1.4,1.4,-1.0,-1.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,12.230770136157428,19,0.0,0.0,0.0,0.5,Apenas uma rodada de funding
904,3.76,3.76,-1.0,-1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,7.0,1,17.129696599000436,27,0.0,0.0,0.0,3.5,Apenas uma rodada de funding
320,0.5,3.71,2.99,4.02,5,3,4,1,0,0,0,0,1,0,1,1,0,0,4.0,1,16.056220353623207,11,3.21,1.0299999999999994,0.9501187648456058,1.0,Múltiplas rodadas de funding
340,1.02,7.15,5.7,8.18,10,4,2,1,0,0,0,0,0,0,1,1,0,0,4.0,1,16.386212644397094,0,6.130000000000001,2.4799999999999995,0.2805049088359046,0.8,Múltiplas rodadas de funding
300,2.4,6.03,-1.0,-1.0,1,4,0,1,0,0,0,0,0,0,1,1,0,0,3.5,0,16.882167216431583,4,3.6300000000000003,0.0,0.0,0.7,Múltiplas rodadas de funding
796,0.89,2.25,2.66,2.75,21,4,3,0,1,0,0,0,0,0,1,1,1,0,1.5,1,17.41282284594998,6,1.3599999999999999,0.08999999999999986,1.2711864406779663,0.3,Múltiplas rodadas de funding
228,1.47,1.47,1.0,1.47,5,1,2,0,1,0,0,0,0,0,1,0,0,0,3.0,1,14.508658238524095,6,0.0,0.47,2.0,1.5,Apenas uma rodada de funding
559,-1.0,-1.0,-1.0,-1.0,6,1,2,0,1,0,0,0,0,1,0,0,0,0,1.0,0,11.51293546492023,0,0.0,0.0,2.0,0.5,Nunca recebeu funding
564,0.79,0.79,2.05,3.33,7,1,4,1,0,0,0,0,0,0,1,0,0,0,1.0,0,15.201805169084134,33,0.0,1.2800000000000002,4.0,0.5,Apenas uma rodada de funding
723,0.75,0.75,3.17,4.62,13,1,2,0,0,0,0,1,0,0,1,0,0,0,3.0,1,13.815511557963774,0,0.0,1.4500000000000002,2.0,1.5,Apenas uma rodada de funding
377,0.33,5.49,2.75,5.59,14,5,2,0,0,0,0,1,1,0,1,1,1,0,1.5,1,16.780267975645856,7,5.16,2.84,0.3246753246753247,0.25,Múltiplas rodadas de funding
497,0.67,0.67,0.42,0.42,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1.0,0,9.90353755128617,16,0.0,0.0,1.0,0.5,Apenas uma rodada de funding
676,21.9,21.9,24.68,24.68,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2.0,0,15.894952224644102,29,0.0,0.0,1.0,1.0,Apenas uma rodada de funding
371,2.25,4.74,5.34,7.27,22,3,5,0,1,0,0,0,0,0,1,1,1,0,3.0,1,17.47927192773757,8,2.49,1.9299999999999997,1.4326647564469912,0.75,Múltiplas rodadas de funding
531,0.71,0.71,1.58,3.0,5,1,3,1,0,0,0,0,0,0,1,0,0,0,1.0,1,14.978661680269907,33,0.0,1.42,3.0,0.5,Apenas uma rodada de funding
423,3.58,3.58,-1.0,7.59,3,1,3,0,0,0,0,1,1,0,0,0,0,0,1.0,0,15.226497775576945,33,0.0,8.59,3.0,0.5,Apenas uma rodada de funding
91,4.0,7.87,0.16,0.16,5,2,1,1,0,0,0,0,1,0,0,1,0,0,4.0,1,16.118095750958314,27,3.87,0.0,0.2053388090349076,1.3333333333333333,Múltiplas rodadas de funding
582,3.69,10.14,3.0,3.0,2,4,1,0,0,1,0,0,1,0,0,1,0,0,4.6667,1,17.11511789937655,8,6.450000000000001,0.0,0.13422818791946306,0.93334,Múltiplas rodadas de funding
887,1.18,2.72,2.52,3.67,21,3,3,1,0,0,0,0,0,0,1,1,1,0,3.6667,1,17.62306154179571,11,1.5400000000000003,1.15,1.1811023622047243,0.916675,Múltiplas rodadas de funding
366,6.97,6.97,0.08,11.97,6,1,2,0,0,0,1,0,0,0,0,0,1,0,5.0,1,15.424948670398354,26,0.0,11.89,2.0,2.5,Apenas uma rodada de funding
877,5.78,5.78,2.0,2.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3.0,0,16.118095750958314,12,0.0,0.0,1.0,1.5,Apenas uma rodada de funding
636,0.08,1.33,-1.0,-1.0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,13.122365377402328,29,1.25,0.0,0.0,0.3333333333333333,Múltiplas rodadas de funding
849,1.17,3.21,0.75,2.81,16,2,3,0,1,0,0,0,0,0,0,1,1,0,1.5,1,16.325109901643454,8,2.04,2.06,0.9868421052631579,0.5,Múltiplas rodadas de funding
401,1.08,2.5,2.52,5.02,10,2,3,0,0,1,0,0,0,0,1,1,0,0,2.0,1,15.943742382861155,33,1.42,2.4999999999999996,1.2396694214876034,0.6666666666666666,Múltiplas rodadas de funding
24,3.32,3.32,3.7,5.66,4,2,3,1,0,0,0,0,0,1,1,0,0,0,2.0,0,14.648420115681892,17,0.0,1.96,3.0,0.6666666666666666,Apenas uma rodada de funding
650,0.42,3.67,0.89,5.28,24,3,4,1,0,0,0,0,0,0,1,1,1,0,5.6667,1,16.588099342704055,33,3.25,4.390000000000001,0.9411764705882353,1.416675,Múltiplas rodadas de funding
805,3.79,5.51,-1.0,-1.0,11,2,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,18.234351177809064,3,1.7199999999999998,0.0,0.0,0.3333333333333333,Múltiplas rodadas de funding
219,0.72,2.44,0.77,2.79,7,2,2,1,0,0,0,0,0,0,1,1,0,0,2.5,1,14.914123179965662,16,1.72,2.02,0.7352941176470589,0.8333333333333334,Múltiplas rodadas de funding
328,2.22,2.22,0.75,3.42,5,1,4,1,0,0,0,0,0,0,1,0,0,0,1.0,0,13.815511557963774,17,0.0,2.67,4.0,0.5,Apenas uma rodada de funding
625,3.75,3.75,5.54,6.76,7,1,3,0,1,0,0,0,0,0,1,0,0,0,1.0,1,16.118095750958314,0,0.0,1.2199999999999998,3.0,0.5,Apenas uma rodada de funding
277,1.41,1.91,-1.0,1.84,5,2,2,0,1,0,0,0,0,1,1,0,0,0,3.0,1,14.609408093703827,1,0.5,2.84,1.3333333333333333,1.0,Múltiplas rodadas de funding
479,1.09,2.56,4.0,4.0,7,2,1,1,0,0,0,0,0,0,1,1,0,0,2.5,0,16.066802461833923,29,1.47,0.0,0.40485829959514175,0.8333333333333334,Múltiplas rodadas de funding
585,0.39,0.39,-1.0,0.08,5,3,2,0,0,1,0,0,1,0,0,1,1,0,1.0,0,16.24031337217814,33,0.0,1.08,2.0,0.25,Apenas uma rodada de funding
391,1.6,2.18,0.08,0.08,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1.0,0,14.685749812041585,1,0.5800000000000001,0.0,0.6329113924050632,0.3333333333333333,Múltiplas rodadas de funding
257,2.0,6.23,4.0,10.76,8,3,2,1,0,0,0,0,0,0,1,1,1,0,4.0,1,17.97564287632987,3,4.23,6.76,0.3824091778202677,1.0,Múltiplas rodadas de funding
804,1.5,1.67,0.0,7.52,2,2,3,1,0,0,0,0,0,0,1,1,0,0,1.5,0,17.221695514304965,0,0.16999999999999993,7.52,2.5641025641025643,0.5,Múltiplas rodadas de funding
695,0.33,6.42,1.17,4.99,6,8,2,1,0,0,0,0,1,0,1,1,1,0,2.7143,0,19.169276827136926,4,6.09,3.8200000000000003,0.2820874471086037,0.3015888888888889,Múltiplas rodadas de funding
717,0.58,0.58,-1.0,3.83,5,1,3,0,0,0,0,1,0,1,0,0,0,0,2.0,1,13.527829818844937,25,0.0,4.83,3.0,1.0,Apenas uma rodada de funding
69,7.25,7.25,7.01,7.01,7,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,1,16.300417291085605,26,0.0,0.0,1.0,1.0,Apenas uma rodada de funding
776,5.35,7.23,-1.0,-1.0,2,4,0,1,0,0,0,0,0,0,1,1,0,0,2.0,1,16.383915553210688,27,1.8800000000000008,0.0,0.0,0.4,Múltiplas rodadas de funding
13,4.9,4.9,-1.0,-1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,12.765691290604371,33,0.0,0.0,0.0,0.5,Apenas uma rodada de funding
862,2.53,2.53,-1.0,4.05,3,1,2,1,0,0,0,0,1,0,0,0,0,0,2.0,1,15.86963441986494,29,0.0,5.05,2.0,1.0,Apenas uma rodada de funding
173,0.7,1.19,0.66,2.62,5,2,3,0,0,1,0,0,0,1,1,0,0,0,6.0,1,15.607270193858982,17,0.49,1.96,2.0134228187919465,2.0,Múltiplas rodadas de funding
724,0.67,5.13,2.75,6.0,15,4,2,0,0,1,0,0,1,0,1,1,1,0,1.75,1,17.529082649058825,13,4.46,3.25,0.3663003663003663,0.35,Múltiplas rodadas de funding
703,-1.0,-1.0,-1.0,-1.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,11.918397239722838,28,0.0,0.0,0.0,0.5,Nunca recebeu funding
201,0.47,0.47,1.1,1.68,5,1,3,1,0,0,0,0,0,0,0,0,0,0,9.0,1,15.137266664613225,17,0.0,0.5799999999999998,3.0,4.5,Apenas uma rodada de funding
127,6.17,7.92,8.01,11.25,6,3,3,0,0,0,0,1,1,0,1,0,0,0,2.5,1,18.420680753952364,33,1.75,3.24,1.0909090909090908,0.625,Múltiplas rodadas de funding
743,4.89,4.89,3.29,3.29,8,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,1,16.173642272113586,4,0.0,0.0,1.0,0.5,Apenas uma rodada de funding
829,1.31,1.31,1.31,2.88,11,1,3,0,0,0,0,1,1,0,0,0,0,0,1.0,1,12.206077645517674,20,0.0,1.5699999999999998,3.0,0.5,Apenas uma rodada de funding
22,3.83,3.83,3.75,3.75,3,1,1,0,0,0,0,1,0,0,0,1,0,0,2.0,0,16.52356082573315,21,0.0,0.0,1.0,1.0,Apenas uma rodada de funding
664,5.42,5.42,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0,15.978833698567334,19,0.0,0.0,0.0,1.0,Apenas uma rodada de funding
258,1.34,1.73,-1.0,1.72,8,2,2,0,0,0,0,1,0,1,1,0,0,0,4.0,1,15.573368647930426,8,0.3899999999999999,2.7199999999999998,1.4388489208633095,1.3333333333333333,Múltiplas rodadas de funding
409,2.52,2.52,4.0,9.88,5,1,3,1,0,0,0,0,0,0,1,0,0,0,6.0,1,15.851522672265068,26,0.0,5.880000000000001,3.0,3.0,Apenas uma rodada de funding
903,0.0,6.5,0.34,10.01,24,3,3,1,0,0,0,0,0,0,1,1,1,0,6.0,1,17.108157192439005,29,6.5,9.67,0.4,1.5,Recebeu funding no 1º ano
823,1.0,2.16,4.36,5.33,10,2,2,1,0,0,0,0,0,1,1,0,0,0,2.0,1,15.068273812173887,11,1.1600000000000001,0.9699999999999998,0.9259259259259258,0.6666666666666666,Múltiplas rodadas de funding
17,2.59,6.76,5.5,5.5,8,5,1,1,0,0,0,0,1,0,1,1,1,1,3.5,0,17.707330876483063,26,4.17,0.0,0.19342359767891684,0.5833333333333334,Múltiplas rodadas de funding
214,2.45,2.45,-1.0,-1.0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2.0,0,13.815511557963774,29,0.0,0.0,0.0,0.6666666666666666,Apenas uma rodada de funding
348,2.0,2.0,-1.0,-1.0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,5.0,0,13.122365377402328,33,0.0,0.0,0.0,2.5,Apenas uma rodada de funding
669,0.08,1.82,1.08,2.3,7,3,2,0,1,0,0,0,0,1,1,0,0,0,2.0,1,15.201805169084134,33,1.74,1.2199999999999998,0.7299270072992701,0.5,Múltiplas rodadas de funding
213,1.56,1.56,1.24,1.77,6,1,3,1,0,0,0,0,0,1,0,0,0,0,9.0,1,13.527829818844937,1,0.0,0.53,3.0,4.5,Apenas uma rodada de funding
143,2.0,3.92,3.0,5.22,8,3,3,0,1,0,0,0,0,0,1,0,0,0,1.0,0,17.622173069956816,11,1.92,2.2199999999999998,1.0273972602739727,0.25,Múltiplas rodadas de funding
420,4.33,11.17,8.7,8.71,3,4,2,0,0,1,0,0,0,0,0,1,0,1,4.3333,1,18.72688796630873,21,6.84,0.010000000000001563,0.25510204081632654,0.8666600000000001,Múltiplas rodadas de funding
294,1.67,1.67,-1.0,-1.0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,12.765691290604371,12,0.0,0.0,0.0,0.5,Apenas uma rodada de funding
89,0.88,0.88,-1.0,-1.0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,9.0,0,16.300417291085605,6,0.0,0.0,0.0,4.5,Apenas uma rodada de funding
457,0.75,0.75,-1.0,-1.0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,11.51293546492023,0,0.0,0.0,0.0,0.3333333333333333,Apenas uma rodada de funding
539,0.33,4.69,3.25,4.69,13,4,3,1,0,0,0,0,0,0,1,1,1,1,4.0,1,17.04235459216419,29,4.36,1.4400000000000004,0.5597014925373134,0.8,Múltiplas rodadas de funding
494,0.74,0.74,1.17,3.92,9,1,2,0,0,0,1,0,0,0,1,0,0,0,2.0,0,15.201805169084134,25,0.0,2.75,2.0,1.0,Apenas uma rodada de funding
911,1.08,2.85,1.61,4.51,9,2,3,0,1,0,0,0,0,0,1,0,0,0,2.0,1,15.553585103207503,17,1.77,2.8999999999999995,1.0830324909747293,0.6666666666666666,Múltiplas rodadas de funding
579,1.07,1.07,0.84,3.99,4,1,3,1,0,0,0,0,0,0,1,0,0,0,2.0,0,15.274125813221904,0,0.0,3.1500000000000004,3.0,1.0,Apenas uma rodada de funding
716,0.68,0.79,0.0,0.0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,11.736077016252437,1,0.10999999999999999,0.0,0.900900900900901,0.3333333333333333,Múltiplas rodadas de funding
454,1.41,4.28,1.33,5.18,5,2,2,1,0,0,0,0,1,1,0,0,0,0,3.5,0,13.698976741708323,17,2.87,3.8499999999999996,0.5167958656330749,1.1666666666666667,Múltiplas rodadas de funding
108,1.04,1.04,0.0,1.04,2,1,2,0,0,0,0,1,0,1,0,0,0,0,1.0,0,13.815511557963774,33,0.0,1.04,2.0,0.5,Apenas uma rodada de funding
455,4.22,4.22,3.0,3.0,6,1,1,1,0,0,0,0,0,0,0,1,0,0,3.0,1,16.588099342704055,29,0.0,0.0,1.0,1.5,Apenas uma rodada de funding
471,0.12,0.12,-1.0,5.26,6,1,2,1,0,0,0,0,0,0,1,0,0,0,2.0,1,16.029264546541317,33,0.0,6.26,2.0,1.0,Apenas uma rodada de funding
138,1.58,6.65,5.01,7.09,4,3,2,0,0,1,0,0,0,0,1,1,0,0,3.5,1,18.18178884836843,3,5.07,2.08,0.32948929159802304,0.875,Múltiplas rodadas de funding
755,0.13,0.27,0.31,0.31,5,2,1,0,1,0,0,0,0,1,0,0,0,0,1.0,0,9.305741456739435,33,0.14,0.0,0.8771929824561403,0.3333333333333333,Múltiplas rodadas de funding
885,1.08,5.82,6.35,9.44,14,4,4,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,17.553180200057167,33,4.74,3.09,0.6968641114982578,0.46665999999999996,Múltiplas rodadas de funding
168,0.0,0.0,0.0,0.0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,9.61587214452889,33,0.0,0.0,1.0,0.5,Recebeu funding no 1º ano
14,0.02,2.44,0.79,4.38,15,3,3,0,1,0,0,0,0,0,1,1,1,0,2.3333,1,16.11308320963728,7,2.42,3.59,0.8771929824561404,0.583325,Múltiplas rodadas de funding
63,4.05,9.3,6.0,6.0,2,5,1,0,0,0,0,1,1,0,0,0,1,0,3.0,1,16.7554434525954,8,5.250000000000001,0.0,0.15999999999999998,0.5,Múltiplas rodadas de funding
498,3.64,11.9,10.98,12.68,29,7,3,0,0,0,0,1,1,0,0,0,0,0,2.0,1,19.2886631955324,29,8.26,1.6999999999999993,0.32397408207343414,0.25,Múltiplas rodadas de funding
626,4.22,4.22,-1.0,-1.0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,4.0,0,17.073607134447293,23,0.0,0.0,0.0,2.0,Apenas uma rodada de funding
541,1.34,4.3,2.08,5.84,12,4,4,1,0,0,0,0,1,0,1,1,1,0,4.25,1,17.650652540654736,11,2.96,3.76,1.0101010101010102,0.85,Múltiplas rodadas de funding
613,2.56,3.39,8.15,8.15,7,2,1,1,0,0,0,0,1,0,0,1,0,0,1.5,1,16.213405921671733,29,0.8300000000000001,0.0,0.5464480874316939,0.5,Múltiplas rodadas de funding
737,0.76,0.76,-1.0,-1.0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,13.122365377402328,11,0.0,0.0,0.0,0.5,Apenas uma rodada de funding
848,2.25,2.25,1.75,1.75,3,2,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,12.765691290604371,17,0.0,0.0,1.0,0.3333333333333333,Apenas uma rodada de funding
620,7.39,7.39,4.0,4.0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,1.0,1,16.118095750958314,3,0.0,0.0,1.0,0.5,Apenas uma rodada de funding
323,2.14,10.13,10.42,12.19,35,4,3,0,0,0,0,1,1,0,0,1,0,1,2.0,1,17.92152626332182,31,7.99,1.7699999999999996,0.3337041156840934,0.4,Múltiplas rodadas de funding
739,0.58,1.65,-1.0,-1.0,3,2,0,1,0,0,0,0,0,1,1,0,0,0,1.0,0,13.652992804936396,6,1.0699999999999998,0.0,0.0,0.3333333333333333,Múltiplas rodadas de funding
770,0.08,0.08,0.5,1.38,8,1,2,0,1,0,0,0,0,0,0,0,0,0,5.0,1,14.375126917328105,20,0.0,0.8799999999999999,2.0,2.5,Apenas uma rodada de funding
821,0.92,3.75,0.58,4.88,14,3,2,0,0,1,0,0,0,0,1,1,1,0,2.6667,1,17.147715103853763,19,2.83,4.3,0.5221932114882506,0.666675,Múltiplas rodadas de funding
516,2.16,3.29,3.5,7.69,13,2,4,0,0,0,0,0,0,0,1,1,0,0,2.5,0,17.312018149733785,25,1.13,4.19,1.8779342723004695,0.8333333333333334,Múltiplas rodadas de funding
907,5.3,8.62,-1.0,-1.0,4,3,0,1,0,0,0,0,0,0,0,0,1,1,4.6667,1,17.78580249038432,27,3.3199999999999994,0.0,0.0,1.166675,Múltiplas rodadas de funding
530,0.45,6.08,3.74,3.74,2,3,1,0,0,0,0,1,0,0,1,0,0,0,1.0,1,16.54247514885925,22,5.63,0.0,0.15082956259426847,0.25,Múltiplas rodadas de funding
209,5.1,8.64,5.67,6.9,10,3,2,1,0,0,0,0,1,0,0,1,0,0,1.6667,1,16.118095750958314,0,3.540000000000001,1.2300000000000004,0.4405286343612334,0.416675,Múltiplas rodadas de funding
207,1.17,1.5,0.08,5.39,3,2,4,1,0,0,0,0,0,1,1,0,0,0,1.5,0,15.363073279446223,33,0.33000000000000007,5.31,3.007518796992481,0.5,Múltiplas rodadas de funding
250,0.0,0.0,3.59,4.33,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1.0,1,13.815511557963774,33,0.0,0.7400000000000002,2.0,0.5,Recebeu funding no 1º ano
170,2.81,2.81,3.0,4.65,6,1,2,1,0,0,0,0,1,0,0,0,0,0,1.0,1,14.914123179965662,11,0.0,1.6500000000000004,2.0,0.5,Apenas uma rodada de funding
339,0.0,3.96,4.76,5.15,24,5,3,0,1,0,0,0,1,0,1,1,1,1,3.8,1,18.31532023940565,8,3.96,0.39000000000000057,0.6048387096774194,0.6333333333333333,Recebeu funding no 1º ano
